"lbdnum","sic3","firstyear","lastyear","mu_1977","mu_1982","mu_1987","mu_1992","mu_1997","mu_2002","emp_1977","emp_1978","emp_1979","emp_1980","emp_1981","emp_1982","emp_1983","emp_1984","emp_1985","emp_1986","emp_1987","emp_1988","emp_1989","emp_1990","emp_1991","emp_1992","emp_1993","emp_1994","emp_1995","emp_1996","emp_1997","emp_1998","emp_1999","emp_2000"
100018973855,239,1997,1999,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,NA
100009979257,239,1991,1994,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,4,6,NA,NA,NA,NA,NA,NA
100020342155,239,1977,1978,0,0,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100003342546,239,1978,1985,NA,0,0,NA,NA,NA,NA,1,5,7,4,13,12,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020614100,239,1992,1994,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA
100002963881,239,1996,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,10,13
100001038359,239,1991,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,8,3,8,10,9,9,5,1
100017561765,239,1995,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,6,NA,NA,NA
100009857044,239,1988,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,5,3,1,15,19,13,2,9,11,6,8
100004458372,239,1977,1987,0,0,0,NA,NA,NA,6,9,3,13,43,41,7,6,9,12,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100010063336,239,1989,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,8,1,NA,NA,NA,NA,NA,NA,NA,NA
100009231002,239,1991,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,NA,NA,NA,NA,NA,NA
100012832034,239,1978,1988,NA,0,0,0,NA,NA,NA,0,6,9,6,24,11,17,22,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100014980567,239,1996,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,4,1
100010017336,239,1988,1990,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100008004678,239,1988,1991,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001093013,239,1991,1995,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,9,2,NA,NA,NA,NA,NA
100012157477,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
100017265605,239,1977,1983,0,0,0,NA,NA,NA,4,12,9,15,4,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100012639074,239,1981,1982,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100002318528,239,1991,1994,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,5,7,NA,NA,NA,NA,NA,NA
100012375383,239,1977,2000,0,0,0,0,0,0,21,66,103,115,201,180,30,28,40,78,144,210,32,21,10,14,31,58,83,19,20,6,6,6
100000813013,239,1986,1987,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100009006284,239,1982,2000,NA,0,0,0,0,0,NA,NA,NA,NA,NA,2,39,58,65,15,2,13,6,21,32,15,9,1,2,3,4,1,3,1
100004851085,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
100009476897,239,1990,1999,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,8,11,3,4,13,17,13,NA
100001002252,239,1986,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,18,5,30,47,91,21,2,7,6,14,5,12,16
100003968977,239,1982,1985,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004956405,239,1977,1981,0,0,NA,NA,NA,NA,5,15,24,49,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100009119034,239,1977,2000,0,0,0,0,0,0,24,83,11,46,31,15,43,88,68,15,43,12,54,33,23,26,15,17,9,4,13,26,38,18
100010146023,239,1977,1978,0,0,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100011205342,239,1984,1991,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,16,4,12,2,0,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
100018726081,239,1993,1999,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,13,15,14,18,30,NA
100014062152,239,1985,1988,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,16,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020960820,239,1980,1987,NA,0,0,NA,NA,NA,NA,NA,NA,6,5,3,4,9,13,15,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100012474917,239,1982,1990,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,12,3,3,9,17,27,49,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004298030,239,1995,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
100016600450,239,1981,1983,NA,0,0,NA,NA,NA,NA,NA,NA,NA,3,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100000134765,239,1979,2000,NA,0,0,0,0,0,NA,NA,0,19,48,131,168,278,250,237,355,358,23,34,15,2,8,1,12,13,37,28,34,34
100004720723,239,1977,1977,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004849734,239,1977,1997,0,0,0,0,0,NA,19,69,9,28,52,49,75,111,107,119,153,16,5,23,12,9,17,33,4,5,15,NA,NA,NA
100020873883,239,1996,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,11,11,2
100010751220,239,1986,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,6,4,7,4,14,28,8,3,0,1,2,4,6
100005571448,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
100001222155,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
100006472838,239,1977,1977,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100006748046,239,1985,1992,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14,33,5,10,13,16,4,NA,NA,NA,NA,NA,NA,NA,NA
100012235204,239,1979,1990,NA,0,0,0,NA,NA,NA,NA,7,11,36,86,104,26,29,30,16,19,18,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100017427520,239,1989,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,3,2,NA,NA,NA,NA,NA,NA,NA,NA
100001053303,239,1992,1996,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,1,4,4,NA,NA,NA,NA
100004517866,239,1977,1982,0,0,NA,NA,NA,NA,2,11,5,13,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100014442703,239,1990,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA
100004653532,239,1977,2000,0,0,0,0,0,0,6,39,71,140,306,101,29,24,36,46,3,2,4,7,9,2,10,1,12,5,6,14,22,4
100001176009,239,1996,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,5,8
100018853145,239,1984,1992,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,4,11,17,38,12,5,1,NA,NA,NA,NA,NA,NA,NA,NA
100008270292,239,1977,1983,0,0,0,NA,NA,NA,7,2,8,19,56,125,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005442037,239,1993,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,20,4,5,6,13,12
100013911482,239,1984,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,15,22,28,42,22,14,42,31,7,24,2,14,13,26,36,14,17
100002673637,239,1977,1986,0,0,0,NA,NA,NA,0,1,9,25,16,48,35,54,36,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100009380614,239,1992,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,11,3,16,15,13,15,12,5
100003648722,239,1991,1994,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,14,14,NA,NA,NA,NA,NA,NA
100004567478,239,1977,1999,0,0,1,1,1,1,21,127,81,92,161,309,605,618,96,8,14,50,14,2,4,15,33,56,16,34,27,3,2,NA
100018327383,239,1996,1999,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,8,7,NA
100020611067,239,1977,1988,1,1,1,0,NA,NA,9,17,33,66,36,11,4,13,19,21,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001395994,239,1991,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,NA,NA,NA,NA,NA,NA,NA
100020328081,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
100009898630,239,1980,1983,NA,0,0,NA,NA,NA,NA,NA,NA,3,11,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005267998,239,1979,1981,NA,0,NA,NA,NA,NA,NA,NA,2,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020064143,239,1977,1994,0,0,0,0,0,NA,18,43,6,10,44,17,36,51,40,51,60,69,125,68,28,52,66,62,NA,NA,NA,NA,NA,NA
100007444281,239,1977,2000,1,1,1,1,1,1,25,88,158,281,216,30,13,4,10,23,5,3,15,24,30,14,9,20,34,22,3,1,1,1
100020790144,239,1993,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,12,11,7,8,NA,NA,NA
100006654493,239,1989,1999,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,40,59,90,20,23,21,9,22,29,22,NA
100008030377,239,1982,1985,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,8,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100015515461,239,1997,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,3
100003237464,239,1977,1979,1,1,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001347384,239,1977,2000,0,0,0,0,0,0,10,9,29,79,202,68,66,121,120,87,102,4,7,26,18,32,15,21,33,21,48,15,7,1
100001670087,239,1979,1994,NA,0,0,0,0,NA,NA,NA,0,18,14,61,7,19,26,25,41,6,1,7,5,11,12,1,NA,NA,NA,NA,NA,NA
100002320094,239,1980,1986,NA,1,1,NA,NA,NA,NA,NA,NA,7,16,29,13,12,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100010882917,239,1977,1998,0,1,1,1,1,0,6,44,76,84,90,146,290,479,75,18,33,35,7,12,22,4,14,28,10,27,46,15,NA,NA
100007516858,239,1998,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
100009659027,239,1977,1992,1,1,0,0,NA,NA,1,41,60,59,52,53,43,76,101,20,44,2,1,7,8,12,NA,NA,NA,NA,NA,NA,NA,NA
100000764929,239,1989,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,2,3,NA,NA,NA,NA,NA,NA,NA
100017916683,239,1977,1983,0,0,0,NA,NA,NA,4,18,16,36,80,71,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100018694897,239,1981,1984,NA,0,0,NA,NA,NA,NA,NA,NA,NA,3,12,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100010478458,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4
100002208311,239,1979,1983,NA,1,1,NA,NA,NA,NA,NA,4,1,1,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004481677,239,1977,1977,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100011591655,239,1977,1988,0,0,0,0,NA,NA,5,9,4,6,5,14,7,13,6,9,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100006724542,239,1985,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,5,21,37,6,3,8,18,8,2,2,7,22,34,49,57
100013796974,239,1981,1997,NA,1,1,1,0,NA,NA,NA,NA,NA,10,55,25,15,18,21,4,13,28,34,55,63,77,4,9,7,6,NA,NA,NA
100011789239,239,1993,1996,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,16,10,NA,NA,NA,NA
100004521986,239,1977,1977,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100006977700,239,1993,1994,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA
100009835554,239,1977,1988,1,1,1,1,NA,NA,8,32,22,25,3,19,6,17,24,5,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001492421,239,1997,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,4,2
100019968285,239,1981,1987,NA,0,0,NA,NA,NA,NA,NA,NA,NA,4,15,6,12,16,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100006653005,239,1977,2000,0,0,0,0,0,0,14,46,69,168,45,86,74,103,46,83,169,252,17,5,3,12,9,13,29,22,45,11,7,4
100013244746,239,1996,1999,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,3,NA
100013330893,239,1995,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,9,16,20
100017696968,239,1983,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,23,60,39,55,75,10,4,8,6,1,7,1,13,6,6,9,12,14
100018996374,239,1977,1979,0,0,NA,NA,NA,NA,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100007177232,239,1977,2000,0,0,0,0,0,0,6,47,22,31,74,28,45,66,75,51,4,21,5,20,29,48,55,64,16,14,31,55,45,18
100000300704,239,1979,1981,NA,0,NA,NA,NA,NA,NA,NA,2,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020180571,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
100019393958,239,1990,2000,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,23,11,9,5,5,9,10,23,14,20
100019674109,239,1992,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA
100014334719,239,1977,1983,0,0,0,NA,NA,NA,7,15,11,26,58,46,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020103402,239,1982,1994,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,5,24,13,15,24,9,4,12,8,4,8,5,7,NA,NA,NA,NA,NA,NA
100015016015,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
100007293204,239,1984,1986,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100003045594,239,1977,1978,0,0,NA,NA,NA,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001793197,239,1979,1980,NA,0,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100003998270,239,1983,1995,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,28,35,14,30,6,29,64,63,28,26,24,13,NA,NA,NA,NA,NA
100007977898,239,1986,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,11,4,28,35,8,8,4,18,15,39,52,38,48
100019402189,239,1977,1988,0,0,0,0,NA,NA,0,7,15,28,86,159,180,131,54,50,77,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100017925277,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
100004775990,239,1977,1998,0,0,1,0,0,0,13,11,8,15,11,9,38,51,74,84,96,28,3,7,3,2,1,5,2,2,2,4,NA,NA
100013458781,239,1989,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA
100009045829,239,1981,1983,NA,0,0,NA,NA,NA,NA,NA,NA,NA,3,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100008296574,239,1977,1977,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100009863577,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
100003233096,239,1995,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA
100019125700,239,1977,1986,0,0,0,NA,NA,NA,8,30,2,14,45,41,25,42,51,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100017745933,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5
100003869508,239,1995,2000,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,2,4,2,4
100011124740,239,1989,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,10,22,14,16,8,11,10,21,18,23
100007334752,239,1979,1991,NA,1,1,0,NA,NA,NA,NA,0,3,4,10,25,5,4,8,3,8,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
