"lbdnum","sic3","firstyear","lastyear","mu_1977","mu_1982","mu_1987","mu_1992","mu_1997","mu_2002","emp_1977","emp_1978","emp_1979","emp_1980","emp_1981","emp_1982","emp_1983","emp_1984","emp_1985","emp_1986","emp_1987","emp_1988","emp_1989","emp_1990","emp_1991","emp_1992","emp_1993","emp_1994","emp_1995","emp_1996","emp_1997","emp_1998","emp_1999","emp_2000"
100009857044,239,1977,1985,0,0,0,NA,NA,NA,5,11,35,40,9,16,22,45,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004458372,239,1995,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,1,NA,NA,NA
100010063336,239,1988,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,62,114,138,57,27,49,60,82,88,101,27
100009231002,239,1977,1987,1,1,1,NA,NA,NA,12,3,12,26,69,9,13,42,42,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100012832034,239,1989,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA
100014980567,239,1991,1994,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,NA,NA,NA,NA,NA,NA
100010017336,239,1978,1988,NA,0,0,0,NA,NA,NA,1,9,4,11,7,13,12,7,13,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100008004678,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
100001093013,239,1981,1982,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100012157477,239,1982,1984,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100017265605,239,1988,1991,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
100012639074,239,1991,1996,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,9,11,19,1,NA,NA,NA,NA
100002318528,239,1998,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4
100012375383,239,1977,1985,0,0,0,NA,NA,NA,9,22,47,10,19,26,41,15,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100000813013,239,1981,1983,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100009006284,239,1991,1995,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,7,4,9,NA,NA,NA,NA,NA
100004851085,239,1977,2000,0,0,0,0,0,0,2,14,63,11,29,61,108,138,170,122,23,42,47,101,87,7,25,11,6,14,4,3,5,2
100009476897,239,1986,1987,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001002252,239,1997,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,1,4
100003968977,239,1995,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,14,2,NA,NA
100004956405,239,1981,1986,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,1,3,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100009119034,239,1986,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,8,34,3,2,3,4,11,20,17,16,6,13
100010146023,239,1982,1986,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100011205342,239,1977,1981,0,0,NA,NA,NA,NA,5,17,24,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100018726081,239,1977,2000,0,0,0,0,0,0,2,14,27,65,114,195,299,17,50,57,66,5,22,5,12,2,1,6,11,15,25,30,33,2
100014062152,239,1977,1978,0,0,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020960820,239,1984,1991,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,13,20,5,11,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
100012474917,239,1993,1999,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,15,5,6,2,NA
100004298030,239,1985,1987,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100016600450,239,1980,1987,NA,0,0,NA,NA,NA,NA,NA,NA,6,18,36,20,9,11,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100000134765,239,1982,1991,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,18,6,4,17,11,20,2,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004720723,239,1995,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,13,15,NA,NA,NA
100004849734,239,1981,1984,NA,0,0,NA,NA,NA,NA,NA,NA,NA,3,14,10,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020873883,239,1979,2000,NA,0,1,1,1,1,NA,NA,0,14,12,45,7,25,40,108,124,46,122,147,141,42,20,25,6,17,16,3,6,9
100010751220,239,1977,1977,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005571448,239,1977,1997,0,0,0,0,0,NA,21,51,145,159,72,111,95,40,68,36,44,67,57,84,44,92,38,33,55,3,5,NA,NA,NA
100001222155,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6
100006472838,239,1986,1993,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,16,14,3,7,17,4,NA,NA,NA,NA,NA,NA,NA
100006748046,239,1996,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,7,8,22
100012235204,239,1998,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2
100017427520,239,1977,1987,1,0,0,NA,NA,NA,1,1,16,4,16,9,1,6,13,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001053303,239,1985,1991,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,3,6,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004517866,239,1979,1990,NA,0,0,0,NA,NA,NA,NA,2,6,7,6,13,37,50,53,2,9,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100014442703,239,1989,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,3,1,NA,NA,NA,NA,NA,NA,NA,NA
100004653532,239,1992,1996,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,15,35,6,NA,NA,NA,NA
100001176009,239,1977,1982,0,0,NA,NA,NA,NA,7,23,33,2,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100018853145,239,1990,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
100008270292,239,1977,2000,0,0,0,0,0,0,23,58,120,169,219,106,95,145,73,96,72,51,5,38,74,130,53,38,23,35,46,27,23,22
100005442037,239,1991,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
100013911482,239,1983,1984,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100002673637,239,1979,2000,NA,0,0,0,0,0,NA,NA,21,54,20,48,53,48,59,79,3,32,18,29,40,73,31,33,21,33,27,3,5,1
100009380614,239,1977,1983,0,0,0,NA,NA,NA,7,16,12,20,14,51,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100003648722,239,1993,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,13,28,9,8,11,6
100004567478,239,1984,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,61,12,36,4,9,17,26,47,23,16,28,37,13,16,31
100018327383,239,1977,1986,1,1,1,NA,NA,NA,9,3,2,13,24,5,7,11,15,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020611067,239,1992,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,20,52,18,18,27,32,9
100001395994,239,1991,1995,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,13,5,6,NA,NA,NA,NA,NA
100020328081,239,1977,1999,1,1,1,1,1,1,14,42,85,102,80,20,7,33,20,8,18,33,45,60,113,282,267,78,109,122,108,111,112,NA
100009898630,239,1996,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,2,4,1
100005267998,239,1977,1988,1,1,1,1,NA,NA,13,3,15,5,25,61,17,27,20,11,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020064143,239,1997,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,1
100007444281,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
100020790144,239,1978,1981,NA,0,NA,NA,NA,NA,NA,0,4,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100006654493,239,1979,1981,NA,0,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100008030377,239,1977,1994,0,0,0,0,0,NA,2,23,18,4,10,7,9,8,9,31,36,3,10,29,6,7,11,5,NA,NA,NA,NA,NA,NA
100015515461,239,1977,2000,0,0,0,0,0,0,14,39,43,94,55,14,3,8,10,15,35,43,14,4,3,2,3,8,5,14,24,16,6,1
100003237464,239,1993,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,22,29,27,NA,NA,NA
100001347384,239,1989,1999,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,22,47,90,42,55,9,17,20,23,NA
100001670087,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
100002320094,239,1977,1984,0,0,0,NA,NA,NA,1,14,9,28,20,28,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100010882917,239,1986,1998,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,9,34,2,7,14,18,40,20,13,4,5,5,NA,NA
100007516858,239,1980,1986,NA,0,0,NA,NA,NA,NA,NA,NA,0,10,5,2,2,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100009659027,239,1977,1998,1,1,1,0,0,1,2,22,40,13,13,10,31,111,43,55,7,24,32,32,30,38,57,21,51,15,9,2,NA,NA
100000764929,239,1998,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2
100017916683,239,1977,1993,0,0,0,0,0,NA,8,24,20,15,21,43,16,5,5,22,27,21,16,11,6,15,19,NA,NA,NA,NA,NA,NA,NA
100018694897,239,1989,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,8,1,4,NA,NA,NA,NA,NA,NA,NA
100010478458,239,1977,1983,0,0,0,NA,NA,NA,5,10,9,2,5,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100002208311,239,1981,1985,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,12,15,16,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004481677,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
100011591655,239,1979,1983,NA,1,1,NA,NA,NA,NA,NA,5,11,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100006724542,239,1977,1977,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100013796974,239,1977,1988,1,1,1,1,NA,NA,3,15,18,28,16,3,8,3,6,18,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100011789239,239,1996,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,13,2,4,4
100004521986,239,1981,1982,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100006977700,239,1977,1993,0,0,0,0,0,NA,5,9,41,23,48,76,15,9,27,30,1,4,1,6,4,3,4,NA,NA,NA,NA,NA,NA,NA
100009835554,239,1977,1980,0,0,NA,NA,NA,NA,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001492421,239,1998,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1
100019968285,239,1977,2000,0,0,0,0,0,0,15,16,26,49,14,41,3,8,36,40,50,88,21,11,19,10,6,3,4,14,20,10,9,3
100006653005,239,1977,1986,0,0,0,NA,NA,NA,10,35,70,14,15,22,8,2,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100013244746,239,1977,1979,0,0,NA,NA,NA,NA,4,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100013330893,239,1981,1990,NA,0,0,0,NA,NA,NA,NA,NA,NA,2,18,35,47,43,85,82,52,40,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100017696968,239,1991,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,16,9,6,20,32,30,11,11,22
100018996374,239,1983,1990,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,9,4,18,31,1,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100007177232,239,1977,2000,0,0,0,0,0,0,2,10,54,75,19,56,18,13,13,30,1,31,3,24,2,8,14,7,18,3,8,2,3,7
100000300704,239,1996,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA
100020180571,239,1977,1978,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100019393958,239,1995,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,31,42,25,30,28
100019674109,239,1989,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,6,9,12,NA,NA,NA,NA,NA,NA,NA
100014334719,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6
100020103402,239,1990,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13,32,10,7,19,15,6,5,1,3
100015016015,239,1992,1993,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA
100007293204,239,1977,1983,0,0,0,NA,NA,NA,5,7,13,4,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100003045594,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
100001793197,239,1994,1995,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA
100003998270,239,1977,1978,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100007977898,239,1979,1980,NA,0,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100019402189,239,1983,1996,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,17,49,38,63,24,8,13,1,1,4,10,3,NA,NA,NA,NA
100017925277,239,1986,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,11,2,19,27,13,9,12,35,36,37,29,1,1
100004775990,239,1977,1988,0,0,0,0,NA,NA,12,29,51,11,21,12,21,9,4,9,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100013458781,239,1998,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2
100009045829,239,1977,2000,0,0,0,0,0,0,15,19,28,44,14,42,67,15,49,41,51,16,24,58,108,219,112,39,55,66,82,7,3,2
100008296574,239,1989,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA
100009863577,239,1990,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,1,4,NA,NA,NA,NA,NA,NA,NA
100003233096,239,1992,1994,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,4,NA,NA,NA,NA,NA,NA
100019125700,239,1977,1977,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100017745933,239,1996,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
100003869508,239,1986,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,8,26,71,130,219,43,34,61,80,99,71,2,7
100011124740,239,1998,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1
