"lbdnum","sic3","firstyear","lastyear","mu_1977","mu_1982","mu_1987","mu_1992","mu_1997","mu_2002","emp_1977","emp_1978","emp_1979","emp_1980","emp_1981","emp_1982","emp_1983","emp_1984","emp_1985","emp_1986","emp_1987","emp_1988","emp_1989","emp_1990","emp_1991","emp_1992","emp_1993","emp_1994","emp_1995","emp_1996","emp_1997","emp_1998","emp_1999","emp_2000"
100017394368,239,1977,2000,0,0,0,0,0,0,7,11,52,74,42,44,22,8,20,23,17,25,8,35,22,27,29,21,38,33,20,8,5,1
100020681006,239,1993,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,4,4,2,NA,NA
100000663152,239,1977,1993,0,0,0,0,0,NA,36,11,7,26,39,33,16,5,21,8,19,14,3,3,6,6,5,NA,NA,NA,NA,NA,NA,NA
100016183324,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
100001098034,239,1977,2000,0,0,0,0,0,0,31,43,31,12,47,24,20,3,9,13,20,23,21,13,25,31,8,11,9,8,10,5,5,4
100009502417,239,1977,1988,0,0,0,0,NA,NA,3,1,9,11,10,6,12,5,7,11,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100009889403,239,1997,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,3,0
100007886415,239,1994,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,20,7,9,7,6,5
100010198402,239,1977,1993,0,0,0,0,0,NA,10,12,47,23,16,18,27,19,25,20,2,3,2,5,5,9,10,NA,NA,NA,NA,NA,NA,NA
100018973855,239,1977,1997,1,0,0,0,0,NA,44,13,30,51,31,29,16,31,39,50,12,11,5,18,16,31,26,28,22,5,5,NA,NA,NA
100009979257,239,1985,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,18,22,25,18,35,35,26,30,8,22,16,11,4,5,3
100020342155,239,1987,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,12,18,52,25,28,12,6,2,4,3,3,2
100003342546,239,1996,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA
100020614100,239,1980,1982,NA,0,NA,NA,NA,NA,NA,NA,NA,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100002963881,239,1991,1999,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,15,8,8,4,6,5,2,NA
100001038359,239,1996,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,NA
100017561765,239,1990,1997,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,9,13,14,15,9,5,NA,NA,NA
100009857044,239,1977,1985,0,0,0,NA,NA,NA,3,19,25,25,30,11,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004458372,239,1994,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,10,13,5,2,1
100010063336,239,1986,1992,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,4,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA
100009231002,239,1978,1984,NA,0,0,NA,NA,NA,NA,4,13,11,20,8,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100012832034,239,1977,1987,0,0,0,NA,NA,NA,12,4,1,1,5,4,3,7,7,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100014980567,239,1997,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1
100010017336,239,1983,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,31,44,36,14,9,9,30,33,18,15,7,9,8,6,6,4,2
100008004678,239,1979,1994,NA,0,0,0,0,NA,NA,NA,4,5,9,15,13,22,17,8,8,5,4,7,8,9,7,4,NA,NA,NA,NA,NA,NA
100001093013,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
100012157477,239,1987,1989,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100017265605,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
100012639074,239,1984,1996,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,12,44,32,3,2,10,9,10,14,18,13,12,10,NA,NA,NA,NA
100002318528,239,1991,1994,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,2,1,NA,NA,NA,NA,NA,NA
100012375383,239,1979,1983,NA,0,0,NA,NA,NA,NA,NA,3,3,8,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100000813013,239,1981,1982,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100009006284,239,1990,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,15,20,8,19,9,11,11,4,1
100004851085,239,1977,2000,0,0,0,0,0,0,31,28,19,10,27,21,25,63,40,14,8,10,20,33,26,48,35,8,9,16,16,15,5,3
100009476897,239,1988,1997,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,18,19,11,17,4,5,1,2,NA,NA,NA
100001002252,239,1987,1989,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100003968977,239,1998,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3
100004956405,239,1982,1998,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,8,30,40,32,21,7,16,26,32,22,37,26,28,28,15,6,NA,NA
100009119034,239,1989,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12,8,8,9,NA,NA,NA,NA,NA,NA,NA
100010146023,239,1981,2000,NA,0,0,0,0,0,NA,NA,NA,NA,1,10,14,32,72,37,24,13,10,4,22,25,16,24,12,9,11,13,10,2
100011205342,239,1984,1988,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,12,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100018726081,239,1984,1987,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100014062152,239,1977,1977,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020960820,239,1995,1996,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA
100012474917,239,1980,1986,NA,0,0,NA,NA,NA,NA,NA,NA,0,5,4,5,7,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004298030,239,1982,1989,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,4,3,9,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100016600450,239,1994,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,11,9,8,5,7,5
100000134765,239,1981,1983,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004720723,239,1979,2000,NA,0,1,1,1,0,NA,NA,14,20,19,17,14,2,22,12,18,3,16,27,4,3,1,1,5,9,4,3,2,1
100004849734,239,1977,1977,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020873883,239,1977,1997,0,0,0,0,0,NA,8,49,67,68,42,37,24,8,6,16,9,6,14,10,14,16,11,4,10,7,7,NA,NA,NA
100010751220,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
100005571448,239,1986,1988,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001222155,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
100006472838,239,1992,1996,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,5,1,NA,NA,NA,NA
100006748046,239,1987,1992,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA
100012235204,239,1979,1990,NA,0,0,0,NA,NA,NA,NA,1,6,8,18,10,5,15,5,7,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100017427520,239,1987,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,17,35,42,47,12,6,18,8,7,4,4,1
100001053303,239,1977,1987,1,1,1,NA,NA,NA,12,14,18,3,4,6,3,6,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004517866,239,1992,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA
100014442703,239,1977,1982,0,0,NA,NA,NA,NA,1,1,0,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004653532,239,1992,1995,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA
100001176009,239,1990,1997,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,30,27,28,20,7,5,3,NA,NA,NA
100018853145,239,1996,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,5,NA,NA
100008270292,239,1977,1978,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005442037,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1
100013911482,239,1977,1997,0,0,0,0,0,NA,44,13,30,41,43,37,16,19,11,13,40,18,13,3,15,14,16,20,17,5,3,NA,NA,NA
100002673637,239,1995,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,8,10,6,6,3
100009380614,239,1992,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,7,25,29,25,6,4,4
100003648722,239,1977,1999,1,1,1,1,1,1,25,71,59,5,5,12,8,29,9,12,28,14,24,9,3,3,1,2,6,10,4,1,2,NA
100004567478,239,1996,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA
100018327383,239,1977,1988,0,0,0,0,NA,NA,25,26,30,14,23,13,6,7,6,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020611067,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2
100001395994,239,1997,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,11,4,1
100020328081,239,1977,1999,1,1,1,1,1,1,3,22,53,26,20,30,13,4,3,8,30,33,41,38,4,6,3,4,10,4,2,1,2,NA
100009898630,239,1979,1981,NA,0,NA,NA,NA,NA,NA,NA,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005267998,239,1977,1994,0,0,0,0,0,NA,60,17,13,7,13,10,8,36,38,13,6,4,4,13,22,21,19,4,NA,NA,NA,NA,NA,NA
100020064143,239,1977,2000,0,0,0,0,0,0,2,3,47,34,17,14,21,7,36,55,74,33,20,20,25,26,30,35,52,17,17,19,19,2
100007444281,239,1993,1994,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA
100020790144,239,1989,1994,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,8,10,9,10,NA,NA,NA,NA,NA,NA
100006654493,239,1982,1984,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100008030377,239,1997,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
100015515461,239,1977,1979,0,0,NA,NA,NA,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100003237464,239,1977,2000,1,1,1,1,1,1,14,29,34,4,6,13,10,25,13,12,21,10,22,31,4,10,4,9,7,1,2,2,2,2
100001347384,239,1979,1994,NA,0,0,0,0,NA,NA,NA,5,15,32,28,21,28,33,14,6,8,3,12,9,10,11,3,NA,NA,NA,NA,NA,NA
100001670087,239,1980,1985,NA,0,0,NA,NA,NA,NA,NA,NA,1,4,5,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100002320094,239,1977,1998,0,0,0,0,0,0,66,104,136,58,32,18,12,5,17,20,8,3,9,26,20,12,11,10,15,6,7,2,NA,NA
100010882917,239,1997,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,0
100007516858,239,1977,1993,0,0,0,0,0,NA,19,5,15,6,8,11,9,3,10,23,2,8,5,6,6,8,5,NA,NA,NA,NA,NA,NA,NA
100009659027,239,1988,1999,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,16,17,15,13,19,26,23,24,19,6,NA
100000764929,239,1977,1983,1,1,1,NA,NA,NA,1,16,7,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100017916683,239,1981,1984,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100018694897,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
100010478458,239,1979,1981,NA,0,NA,NA,NA,NA,NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100002208311,239,1977,1977,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004481677,239,1977,1988,0,0,0,0,NA,NA,7,4,21,15,11,11,7,1,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100011591655,239,1996,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA
100006724542,239,1993,1994,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA
100013796974,239,1994,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,7,7,NA,NA,NA
100011789239,239,1982,1984,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004521986,239,1994,1995,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA
100006977700,239,1977,2000,0,0,0,0,0,0,26,26,54,59,40,58,31,10,31,13,49,47,33,17,19,23,15,7,18,12,9,4,3,1
100009835554,239,1988,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,9,7,5,NA,NA,NA,NA,NA,NA,NA,NA
100001492421,239,1997,1999,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,2,NA
100019968285,239,1994,1996,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,NA,NA,NA,NA
100006653005,239,1977,1985,0,0,0,NA,NA,NA,3,4,10,8,11,11,14,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100013244746,239,1989,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,26,48,66,38,36,17,11,8,3,2
100013330893,239,1993,1995,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,NA,NA,NA,NA,NA
100017696968,239,1977,1979,0,0,NA,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100018996374,239,1992,1995,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,9,7,NA,NA,NA,NA,NA
100007177232,239,1977,2000,0,0,0,0,0,0,14,16,50,60,86,99,45,15,26,29,22,30,25,49,71,47,48,50,42,30,17,5,3,0
100000300704,239,1977,1983,0,0,0,NA,NA,NA,23,7,2,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020180571,239,1998,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1
100019393958,239,1993,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,11,14,13,13,NA,NA
100019674109,239,1977,1978,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100014334719,239,1979,1980,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020103402,239,1983,1993,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,15,19,7,5,10,9,2,5,6,6,NA,NA,NA,NA,NA,NA,NA
100015016015,239,1987,1995,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,10,23,38,20,15,3,2,NA,NA,NA,NA,NA
100007293204,239,1989,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,8,4,5,NA,NA,NA,NA,NA,NA,NA
100003045594,239,1985,1990,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,3,3,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001793197,239,1992,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25,19,12,10,12,4,5,1
100003998270,239,1996,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,5,4,2
100007977898,239,1977,1984,0,0,0,NA,NA,NA,2,1,5,4,5,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100019402189,239,1996,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA
100017925277,239,1992,1994,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA,NA,NA,NA,NA,NA
100004775990,239,1995,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,7,5,4,1
100013458781,239,1997,1999,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,6,NA
100009045829,239,1977,1982,0,0,NA,NA,NA,NA,7,9,6,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100008296574,239,1977,2000,0,0,0,0,0,0,80,23,73,36,54,37,23,54,44,36,62,40,7,26,24,19,24,11,11,8,11,8,5,1
100009863577,239,1994,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,7,6,NA,NA,NA
100003233096,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
100019125700,239,1989,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,40,45,41,41,27,12,10,8,5,3,2
100017745933,239,1978,1982,NA,1,NA,NA,NA,NA,NA,2,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100003869508,239,1977,2000,0,0,0,0,0,0,7,20,40,30,22,18,13,22,64,14,6,5,11,33,66,45,47,18,14,20,10,13,5,3
100011124740,239,1990,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,8,NA,NA,NA,NA,NA,NA,NA,NA
100007334752,239,1991,1994,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,NA,NA,NA,NA,NA,NA
