"lbdnum","sic3","firstyear","lastyear","mu_1977","mu_1982","mu_1987","mu_1992","mu_1997","mu_2002","emp_1977","emp_1978","emp_1979","emp_1980","emp_1981","emp_1982","emp_1983","emp_1984","emp_1985","emp_1986","emp_1987","emp_1988","emp_1989","emp_1990","emp_1991","emp_1992","emp_1993","emp_1994","emp_1995","emp_1996","emp_1997","emp_1998","emp_1999","emp_2000"
100009857044,239,1977,1985,0,0,0,NA,NA,NA,8,15,9,37,35,53,8,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004458372,239,1994,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,16,16,1,2,1,3
100010063336,239,1986,1992,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,10,9,3,7,11,NA,NA,NA,NA,NA,NA,NA,NA
100009231002,239,1978,1984,NA,0,0,NA,NA,NA,NA,0,8,5,3,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100012832034,239,1977,1987,0,0,0,NA,NA,NA,10,26,12,34,28,8,3,2,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100014980567,239,1997,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2
100010017336,239,1983,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,19,35,20,14,11,7,11,6,11,23,18,23,37,92,3,0,1,1
100008004678,239,1979,1994,NA,0,0,0,0,NA,NA,NA,8,30,15,30,77,91,95,141,109,15,7,9,9,4,8,7,NA,NA,NA,NA,NA,NA
100001093013,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4
100012157477,239,1987,1989,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100017265605,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
100012639074,239,1984,1996,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,12,8,16,45,56,40,5,11,17,2,1,4,5,NA,NA,NA,NA
100002318528,239,1991,1994,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,5,NA,NA,NA,NA,NA,NA
100012375383,239,1979,1983,NA,0,0,NA,NA,NA,NA,NA,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100000813013,239,1981,1982,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100009006284,239,1990,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,23,15,43,4,8,20,26,23,12,13
100004851085,239,1977,2000,0,0,0,0,0,0,7,4,42,107,16,3,38,78,102,122,45,23,13,6,12,25,26,26,7,17,1,4,2,2
100009476897,239,1988,1997,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,4,8,16,34,2,6,7,1,NA,NA,NA
100001002252,239,1987,1989,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100003968977,239,1998,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2
100004956405,239,1982,1998,NA,0,0,0,0,0,NA,NA,NA,NA,NA,4,8,23,32,22,17,33,26,46,42,64,49,9,16,12,22,1,NA,NA
100009119034,239,1989,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA
100010146023,239,1981,2000,NA,0,0,0,0,0,NA,NA,NA,NA,1,5,6,8,8,1,12,11,28,25,12,8,18,2,8,23,1,1,1,3
100011205342,239,1984,1988,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,7,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100018726081,239,1984,1987,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100014062152,239,1977,1977,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020960820,239,1995,1996,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
100012474917,239,1980,1986,NA,0,0,NA,NA,NA,NA,NA,NA,5,7,3,13,18,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004298030,239,1982,1989,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,18,31,10,9,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100016600450,239,1994,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,9,18,14,12,11
100000134765,239,1981,1983,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004720723,239,1979,2000,NA,0,1,1,1,0,NA,NA,0,7,37,15,5,8,29,36,70,35,31,39,58,18,26,27,64,128,135,56,21,12
100004849734,239,1977,1977,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020873883,239,1977,1997,0,0,0,0,0,NA,17,6,28,83,62,6,29,1,2,0,3,2,5,19,5,4,8,1,3,7,14,NA,NA,NA
100010751220,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
100005571448,239,1986,1988,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001222155,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
100006472838,239,1992,1996,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,21,23,34,9,NA,NA,NA,NA
100006748046,239,1987,1992,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,12,3,2,NA,NA,NA,NA,NA,NA,NA,NA
100012235204,239,1979,1990,NA,0,0,0,NA,NA,NA,NA,0,4,18,3,3,10,20,14,6,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100017427520,239,1987,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,23,46,52,34,5,1,7,5,8,1,1,1
100001053303,239,1977,1987,1,1,1,NA,NA,NA,10,28,49,75,18,25,7,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004517866,239,1992,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA
100014442703,239,1977,1982,0,0,NA,NA,NA,NA,0,1,6,18,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004653532,239,1992,1995,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,NA,NA,NA,NA,NA
100001176009,239,1990,1997,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,1,3,1,2,NA,NA,NA
100018853145,239,1996,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA
100008270292,239,1977,1978,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005442037,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
100013911482,239,1977,1997,0,0,0,0,0,NA,19,46,3,31,50,15,33,43,14,29,53,8,3,4,2,2,11,15,31,52,45,NA,NA,NA
100002673637,239,1995,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,1,3
100009380614,239,1992,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,18,30,5,9,1,2,4
100003648722,239,1977,1999,1,1,1,1,1,1,13,65,219,111,83,163,196,92,6,32,10,9,5,6,26,31,41,22,9,4,7,12,5,NA
100004567478,239,1996,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA
100018327383,239,1977,1988,0,0,0,0,NA,NA,2,2,8,6,1,12,31,37,7,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020611067,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
100001395994,239,1997,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,2
100020328081,239,1977,1999,1,1,1,1,1,1,21,2,15,34,25,19,55,28,87,102,141,16,8,4,19,28,14,25,50,46,67,94,51,NA
100009898630,239,1979,1981,NA,0,NA,NA,NA,NA,NA,NA,2,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005267998,239,1977,1994,0,0,0,0,0,NA,16,39,49,109,55,19,5,1,10,7,20,23,12,3,5,5,11,10,NA,NA,NA,NA,NA,NA
100020064143,239,1977,2000,0,0,0,0,0,0,22,40,4,9,24,5,10,34,55,37,82,15,12,33,31,21,10,7,6,2,5,8,4,7
100007444281,239,1993,1994,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
100020790144,239,1989,1994,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,5,4,3,0,NA,NA,NA,NA,NA,NA
100006654493,239,1982,1984,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100008030377,239,1997,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
100015515461,239,1977,1979,0,0,NA,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100003237464,239,1977,2000,1,1,1,1,1,1,6,21,57,207,52,65,122,1,2,30,10,6,7,4,11,24,18,22,47,50,0,5,12,8
100001347384,239,1979,1994,NA,0,0,0,0,NA,NA,NA,5,31,33,12,27,16,29,39,77,11,6,3,12,19,11,1,NA,NA,NA,NA,NA,NA
100001670087,239,1980,1985,NA,0,0,NA,NA,NA,NA,NA,NA,5,6,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100002320094,239,1977,1998,0,0,0,0,0,0,20,25,4,8,21,51,100,51,71,112,229,201,103,8,13,24,61,3,1,0,2,1,NA,NA
100010882917,239,1997,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,3
100007516858,239,1977,1993,0,0,0,0,0,NA,7,3,21,54,46,36,84,30,10,16,35,29,22,27,31,46,36,NA,NA,NA,NA,NA,NA,NA
100009659027,239,1988,1999,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,15,45,29,27,18,15,11,21,17,15,NA
100000764929,239,1977,1983,1,1,1,NA,NA,NA,7,26,22,16,8,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100017916683,239,1981,1984,NA,0,1,NA,NA,NA,NA,NA,NA,NA,4,2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100018694897,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
100010478458,239,1979,1981,NA,0,NA,NA,NA,NA,NA,NA,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100002208311,239,1977,1977,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004481677,239,1977,1988,0,0,0,0,NA,NA,9,2,3,8,11,5,2,8,9,16,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100011591655,239,1996,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA
100006724542,239,1993,1994,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
100013796974,239,1994,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7,1,NA,NA,NA
100011789239,239,1982,1984,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004521986,239,1994,1995,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA
100006977700,239,1977,2000,0,0,0,0,0,0,22,8,17,84,43,64,176,2,15,27,56,58,17,7,28,9,22,28,39,88,98,2,4,3
100009835554,239,1988,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,3,2,NA,NA,NA,NA,NA,NA,NA,NA
100001492421,239,1997,1999,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA
100019968285,239,1994,1996,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,NA,NA,NA,NA
100006653005,239,1977,1985,0,0,0,NA,NA,NA,2,14,20,7,8,8,15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100013244746,239,1989,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,3,3,17,30,33,75,53,5,5,4
100013330893,239,1993,1995,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA
100017696968,239,1977,1979,0,0,NA,NA,NA,NA,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100018996374,239,1992,1995,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,NA,NA,NA,NA,NA
100007177232,239,1977,2000,0,0,0,0,0,0,22,5,6,9,7,4,4,26,11,12,50,6,3,20,28,47,40,32,27,2,0,3,2,6
100000300704,239,1977,1983,0,0,0,NA,NA,NA,4,6,4,18,17,13,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020180571,239,1998,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3
100019393958,239,1993,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,12,19,16,NA,NA
100019674109,239,1977,1978,0,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100014334719,239,1979,1980,NA,1,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020103402,239,1983,1993,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,12,28,21,21,30,22,39,14,11,8,NA,NA,NA,NA,NA,NA,NA
100015016015,239,1987,1995,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,6,3,13,5,3,0,1,NA,NA,NA,NA,NA
100007293204,239,1989,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,9,15,8,NA,NA,NA,NA,NA,NA,NA
100003045594,239,1985,1990,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,19,4,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001793197,239,1992,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,21,19,23,5,0,1,3
100003998270,239,1996,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,2,1
100007977898,239,1977,1984,0,0,0,NA,NA,NA,7,17,20,49,7,2,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100019402189,239,1996,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA
100017925277,239,1992,1994,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA
100004775990,239,1995,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,12,5,8,9
100013458781,239,1997,1999,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,NA
100009045829,239,1977,1982,0,0,NA,NA,NA,NA,2,12,1,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100008296574,239,1977,2000,0,0,0,0,0,0,14,38,56,100,29,13,61,60,91,7,5,2,21,8,3,10,32,36,65,158,76,11,10,4
100009863577,239,1994,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,6,10,NA,NA,NA
100003233096,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
100019125700,239,1989,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22,62,95,221,8,16,4,0,2,1,1
100017745933,239,1978,1982,NA,1,NA,NA,NA,NA,NA,4,11,19,42,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100003869508,239,1977,2000,0,0,0,0,0,0,22,53,14,47,24,58,96,50,44,30,23,4,3,15,4,11,4,7,6,6,3,5,3,2
100011124740,239,1990,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,11,NA,NA,NA,NA,NA,NA,NA,NA
100007334752,239,1991,1994,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,8,2,NA,NA,NA,NA,NA,NA
