"lbdnum","sic3","firstyear","lastyear","mu_1977","mu_1982","mu_1987","mu_1992","mu_1997","mu_2002"
100015601070,542,1981,1983,NA,0,0,NA,NA,NA
100021029838,542,1980,1987,NA,0,0,NA,NA,NA
100003060478,542,1981,1986,NA,1,1,NA,NA,NA
100013223456,542,1977,1977,0,NA,NA,NA,NA,NA
100012392016,542,1983,2000,NA,NA,0,0,0,0
100003103970,542,1998,2000,NA,NA,NA,NA,NA,0
100002152358,542,1984,1987,NA,NA,0,NA,NA,NA
100012468057,542,1983,1985,NA,NA,0,NA,NA,NA
100011003201,542,1986,1997,NA,NA,0,0,0,NA
100010668322,542,1978,1989,NA,0,0,0,NA,NA
100006984290,542,1994,1995,NA,NA,NA,NA,0,NA
100006648224,542,1980,1986,NA,0,0,NA,NA,NA
100020075585,542,1977,1980,0,0,NA,NA,NA,NA
100010773923,542,1994,1997,NA,NA,NA,NA,0,NA
100000590397,542,1977,1982,0,0,NA,NA,NA,NA
100015509992,542,1993,2000,NA,NA,NA,NA,0,0
100001440798,542,1983,1985,NA,NA,0,NA,NA,NA
100012958720,542,1995,1997,NA,NA,NA,NA,0,NA
100008914931,542,1977,1977,0,NA,NA,NA,NA,NA
100001024200,542,1993,2000,NA,NA,NA,NA,0,0
100019057450,542,1977,2000,0,0,0,0,0,0
100016937720,542,1977,1982,0,0,NA,NA,NA,NA
100009266459,542,1977,1986,0,0,0,NA,NA,NA
100002568925,542,1983,1990,NA,NA,1,1,NA,NA
100003746208,542,1978,1987,NA,0,0,NA,NA,NA
100016286060,542,1986,2000,NA,NA,0,0,0,0
100011348384,542,1988,2000,NA,NA,NA,0,0,0
100011874918,542,1993,1996,NA,NA,NA,NA,0,NA
100004914152,542,1996,2000,NA,NA,NA,NA,1,1
100004086155,542,1979,1995,NA,0,0,0,0,NA
100018875873,542,1979,1980,NA,0,NA,NA,NA,NA
100017655046,542,1989,1993,NA,NA,NA,0,0,NA
100016763027,542,1977,1979,0,0,NA,NA,NA,NA
100003786159,542,1981,1984,NA,0,0,NA,NA,NA
100006394969,542,1994,2000,NA,NA,NA,NA,0,0
100018190015,542,1982,1987,NA,0,0,NA,NA,NA
100003843567,542,1998,2000,NA,NA,NA,NA,NA,0
100006896687,542,1985,2000,NA,NA,0,0,0,0
100001405899,542,1991,2000,NA,NA,NA,0,0,0
100004224656,542,1986,1995,NA,NA,0,1,1,NA
100005852474,542,1992,2000,NA,NA,NA,1,1,1
100001657533,542,1977,1977,0,NA,NA,NA,NA,NA
100009199453,542,1990,1993,NA,NA,NA,0,0,NA
100018938760,542,1978,1980,NA,0,NA,NA,NA,NA
100009721018,542,1981,1983,NA,0,0,NA,NA,NA
100003607570,542,1997,2000,NA,NA,NA,NA,0,0
100003839450,542,1999,2000,NA,NA,NA,NA,NA,0
100009792064,542,1992,2000,NA,NA,NA,0,0,0
100007053855,542,1977,1977,0,NA,NA,NA,NA,NA
100002690394,542,1983,2000,NA,NA,0,0,0,0
100018677786,542,1986,1987,NA,NA,0,NA,NA,NA
100006496760,542,1996,2000,NA,NA,NA,NA,0,0
100017315883,542,1990,1992,NA,NA,NA,0,NA,NA
100001362922,542,1977,1991,0,0,0,0,NA,NA
100007575505,542,1991,1999,NA,NA,NA,0,0,0
100015892171,542,1977,2000,1,1,0,0,0,1
100009199391,542,1977,1992,0,0,0,0,NA,NA
100019875801,542,1984,1986,NA,NA,0,NA,NA,NA
100002998921,542,1989,1995,NA,NA,NA,0,0,NA
100009706240,542,1998,2000,NA,NA,NA,NA,NA,1
100016606252,542,1977,1980,0,0,NA,NA,NA,NA
100018697519,542,1992,2000,NA,NA,NA,0,0,0
100013691219,542,1997,2000,NA,NA,NA,NA,0,0
100010557979,542,1978,1979,NA,0,NA,NA,NA,NA
100015585709,542,1999,2000,NA,NA,NA,NA,NA,0
100017594424,542,1988,2000,NA,NA,NA,0,0,0
100018461446,542,2000,2000,NA,NA,NA,NA,NA,0
100009038865,542,1979,2000,NA,0,0,0,0,0
100003869053,542,1985,2000,NA,NA,0,0,0,0
100008444859,542,1996,1998,NA,NA,NA,NA,0,0
100015536027,542,1993,1999,NA,NA,NA,NA,0,0
100014713011,542,1999,2000,NA,NA,NA,NA,NA,0
100016940805,542,2000,2000,NA,NA,NA,NA,NA,0
100010265719,542,1991,1996,NA,NA,NA,0,0,NA
100016027702,542,1985,1992,NA,NA,0,0,NA,NA
100017293245,542,1977,2000,0,0,0,0,0,0
100009264307,542,1977,1979,0,0,NA,NA,NA,NA
100005544242,542,1977,1978,0,0,NA,NA,NA,NA
100019566520,542,1986,1988,NA,NA,0,0,NA,NA
100008026914,542,1977,1978,1,0,NA,NA,NA,NA
100015047574,542,1994,2000,NA,NA,NA,NA,0,0
100019959418,542,1977,1995,0,0,0,0,0,NA
100011920127,542,1987,1992,NA,NA,0,0,NA,NA
100008789663,542,1977,1977,0,NA,NA,NA,NA,NA
100019468899,542,1999,2000,NA,NA,NA,NA,NA,1
100013568769,542,1982,1983,NA,0,0,NA,NA,NA
100000779465,542,1978,1982,NA,0,NA,NA,NA,NA
100010533986,542,1977,1979,0,0,NA,NA,NA,NA
100017100710,542,1977,1980,0,0,NA,NA,NA,NA
100002324110,542,1982,1986,NA,0,0,NA,NA,NA
100017400513,542,1999,2000,NA,NA,NA,NA,NA,0
100004939246,542,1977,1977,0,NA,NA,NA,NA,NA
100009756833,542,1977,1996,1,0,0,0,0,NA
100001663198,542,1977,1980,0,0,NA,NA,NA,NA
100003168553,542,1977,1978,0,0,NA,NA,NA,NA
100011103361,542,1995,2000,NA,NA,NA,NA,0,0
100008710800,542,1979,1980,NA,0,NA,NA,NA,NA
100016653036,542,1977,1979,0,0,NA,NA,NA,NA
100020042031,542,1987,1994,NA,NA,1,0,0,NA
100003040735,542,1986,1988,NA,NA,0,0,NA,NA
100000064320,542,2000,2000,NA,NA,NA,NA,NA,0
100003436439,542,1997,1998,NA,NA,NA,NA,0,0
100009186561,542,1977,1979,0,0,NA,NA,NA,NA
100014954701,542,1994,1995,NA,NA,NA,NA,0,NA
100017837800,542,1981,1992,NA,0,0,0,NA,NA
100005078442,542,1988,1993,NA,NA,NA,0,0,NA
100003513150,542,1977,1978,0,0,NA,NA,NA,NA
100014225755,542,1977,1982,0,0,NA,NA,NA,NA
100002341433,542,1977,1978,0,0,NA,NA,NA,NA
100020894815,542,1997,2000,NA,NA,NA,NA,0,0
100006062622,542,1985,1989,NA,NA,0,0,NA,NA
100004021531,542,1978,1987,NA,0,0,NA,NA,NA
100013901539,542,1993,2000,NA,NA,NA,NA,1,1
100016930261,542,1977,1981,0,0,NA,NA,NA,NA
100000026238,542,1981,1987,NA,0,0,NA,NA,NA
100003815938,542,1982,1984,NA,0,0,NA,NA,NA
100007959696,542,1983,1992,NA,NA,0,0,NA,NA
100004099169,542,1983,2000,NA,NA,0,0,0,0
100018778056,542,1993,1994,NA,NA,NA,NA,0,NA
100007745463,542,1994,1997,NA,NA,NA,NA,0,NA
100020224235,542,1989,2000,NA,NA,NA,0,0,0
100010979462,542,1977,1982,0,0,NA,NA,NA,NA
100010623035,542,1989,2000,NA,NA,NA,0,0,0
100000734266,542,1977,1990,1,1,1,1,NA,NA
100018202027,542,1998,2000,NA,NA,NA,NA,NA,0
100015612529,542,1977,1977,0,NA,NA,NA,NA,NA
100010664695,542,1985,2000,NA,NA,0,0,0,0
100008302987,542,1978,2000,NA,0,0,0,0,0
100008678191,542,1977,1979,0,0,NA,NA,NA,NA
100001735973,542,1985,1987,NA,NA,0,NA,NA,NA
100017512127,542,1988,2000,NA,NA,NA,0,0,0
100001750913,542,1977,1986,0,0,0,NA,NA,NA
100008015058,542,1977,1986,0,0,0,NA,NA,NA
100003143113,542,1977,1977,0,NA,NA,NA,NA,NA
100004862219,542,1977,1978,0,0,NA,NA,NA,NA
100018071692,542,1993,1995,NA,NA,NA,NA,0,NA
100008214693,542,1985,1988,NA,NA,1,1,NA,NA
100014627372,542,1977,1981,0,0,NA,NA,NA,NA
100013339061,542,1977,1977,0,NA,NA,NA,NA,NA
100010960680,542,1977,1977,0,NA,NA,NA,NA,NA
100013732707,542,1998,2000,NA,NA,NA,NA,NA,0
100011627451,542,1989,1991,NA,NA,NA,0,NA,NA
100000635666,542,1988,1991,NA,NA,NA,0,NA,NA
100000245640,542,1993,2000,NA,NA,NA,NA,0,0
100018217609,542,1981,2000,NA,0,0,0,0,0
100009028881,542,1979,1988,NA,1,1,1,NA,NA
100009074049,542,1983,1985,NA,NA,0,NA,NA,NA
100004611629,542,1989,1990,NA,NA,NA,0,NA,NA
100014046389,542,1986,1989,NA,NA,0,0,NA,NA
100003283328,542,1994,2000,NA,NA,NA,NA,0,0
100018383582,542,1977,1978,0,0,NA,NA,NA,NA
100015322125,542,1995,2000,NA,NA,NA,NA,1,1
100000401118,542,1977,1978,0,0,NA,NA,NA,NA
100002733021,542,1987,2000,NA,NA,0,0,0,0
100011544786,542,1986,2000,NA,NA,1,1,1,1
100003223202,542,1990,1998,NA,NA,NA,0,0,0
100000054890,542,1994,2000,NA,NA,NA,NA,0,0
100021019545,542,1981,1989,NA,0,0,0,NA,NA
100018674075,542,1977,1980,0,0,NA,NA,NA,NA
100015447637,542,1977,1980,0,0,NA,NA,NA,NA
100018835599,542,1977,2000,0,0,0,0,0,0
100000306733,542,1984,1986,NA,NA,0,NA,NA,NA
100001866195,542,1977,1977,0,NA,NA,NA,NA,NA
100007177539,542,1982,1983,NA,0,0,NA,NA,NA
100009287380,542,1983,1999,NA,NA,0,0,0,0
100014574418,542,1989,1993,NA,NA,NA,0,0,NA
100014788063,542,1985,1990,NA,NA,0,0,NA,NA
100018723930,542,1990,1995,NA,NA,NA,1,1,NA
100018293823,542,1977,1991,1,1,1,1,NA,NA
100016978738,542,1983,1990,NA,NA,0,0,NA,NA
100013020257,542,1997,2000,NA,NA,NA,NA,0,0
100015061982,542,1986,1987,NA,NA,0,NA,NA,NA
100018610675,542,1988,1991,NA,NA,NA,0,NA,NA
100006130292,542,1989,1993,NA,NA,NA,0,0,NA
100018964885,542,1994,2000,NA,NA,NA,NA,0,0
100017797940,542,2000,2000,NA,NA,NA,NA,NA,0
100001031921,542,1984,2000,NA,NA,0,0,0,0
100002567403,542,1977,1981,0,0,NA,NA,NA,NA
100018561752,542,1994,1997,NA,NA,NA,NA,1,NA
100000906152,542,1986,1990,NA,NA,0,0,NA,NA
100009292845,542,1992,1996,NA,NA,NA,0,0,NA
100010299610,542,1998,2000,NA,NA,NA,NA,NA,0
100012240330,542,1977,2000,1,1,1,1,0,0
100019899814,542,1977,1980,0,0,NA,NA,NA,NA
100005019514,542,1987,1996,NA,NA,0,0,0,NA
100019644775,542,1991,1993,NA,NA,NA,1,0,NA
100019589661,542,1979,1983,NA,0,0,NA,NA,NA
100021059778,542,1981,1983,NA,0,0,NA,NA,NA
100012507713,542,1998,2000,NA,NA,NA,NA,NA,0
100016217538,542,1994,2000,NA,NA,NA,NA,0,0
100001071838,542,1977,1978,0,0,NA,NA,NA,NA
100004981734,542,1988,1993,NA,NA,NA,0,0,NA
100011526500,542,1999,2000,NA,NA,NA,NA,NA,0
100012266409,542,1977,1987,0,0,0,NA,NA,NA
100012197474,542,1999,2000,NA,NA,NA,NA,NA,1
100004746895,542,1989,1993,NA,NA,NA,0,0,NA
100016631499,542,1993,1996,NA,NA,NA,NA,0,NA
100004980968,542,1977,1977,0,NA,NA,NA,NA,NA
100019947135,542,1994,1998,NA,NA,NA,NA,0,0
100006223054,542,1980,2000,NA,0,0,0,0,0
100015300121,542,1977,1979,0,0,NA,NA,NA,NA
100007301506,542,1977,1978,0,0,NA,NA,NA,NA
100002574801,542,1986,1991,NA,NA,0,0,NA,NA
100000033524,542,1990,2000,NA,NA,NA,0,0,0
100008053934,542,1998,2000,NA,NA,NA,NA,NA,0
100002233502,542,1977,1986,0,0,0,NA,NA,NA
100008299693,542,1988,1989,NA,NA,NA,0,NA,NA
100011845641,542,1982,1989,NA,0,0,0,NA,NA
100014056086,542,1979,1990,NA,0,0,0,NA,NA
100002359156,542,1998,2000,NA,NA,NA,NA,NA,0
100014086791,542,1996,2000,NA,NA,NA,NA,0,0
100001128284,542,1986,1988,NA,NA,0,0,NA,NA
100007065868,542,1996,2000,NA,NA,NA,NA,0,0
100015573705,542,1979,1992,NA,0,0,1,NA,NA
100018540314,542,1978,1979,NA,0,NA,NA,NA,NA
100008947060,542,1994,2000,NA,NA,NA,NA,0,0
100017503059,542,1977,1984,0,0,0,NA,NA,NA
100008389489,542,1993,2000,NA,NA,NA,NA,0,0
100010965388,542,1977,1977,0,NA,NA,NA,NA,NA
100018343436,542,1977,1982,0,0,NA,NA,NA,NA
100011573882,542,1984,1988,NA,NA,0,0,NA,NA
100018310097,542,1993,2000,NA,NA,NA,NA,0,0
100000010212,542,1997,2000,NA,NA,NA,NA,0,0
100006745919,542,1977,1979,0,0,NA,NA,NA,NA
100020192418,542,1987,2000,NA,NA,0,0,0,1
100019785871,542,1991,2000,NA,NA,NA,0,0,0
100000967793,542,1977,1979,0,0,NA,NA,NA,NA
100014086792,542,1977,1980,0,0,NA,NA,NA,NA
100007045011,542,2000,2000,NA,NA,NA,NA,NA,0
100009891908,542,1980,2000,NA,1,1,1,1,1
100005058841,542,1977,2000,1,1,1,0,0,0
100016638571,542,1996,2000,NA,NA,NA,NA,1,1
100012395129,542,2000,2000,NA,NA,NA,NA,NA,1
100006911410,542,1977,1979,0,0,NA,NA,NA,NA
100002057628,542,1997,2000,NA,NA,NA,NA,0,0
100018192799,542,1977,1995,0,0,0,0,0,NA
100014511921,542,1997,2000,NA,NA,NA,NA,0,0
100015623207,542,1977,1983,0,0,0,NA,NA,NA
100001280998,542,1977,1981,1,1,NA,NA,NA,NA
100009710389,542,1977,1983,0,0,0,NA,NA,NA
100006300934,542,1992,1997,NA,NA,NA,0,0,NA
100002619438,542,1977,1979,0,0,NA,NA,NA,NA
100013063070,542,1977,1993,0,0,0,0,0,NA
100018742055,542,1977,1978,0,0,NA,NA,NA,NA
100013436090,542,1977,1989,0,0,0,1,NA,NA
100011111092,542,1977,1991,0,0,0,0,NA,NA
100000428094,542,1977,1983,0,0,0,NA,NA,NA
100005598113,542,1989,2000,NA,NA,NA,0,0,0
100018616225,542,1977,1981,0,0,NA,NA,NA,NA
100010972501,542,1977,1982,0,0,NA,NA,NA,NA
100011079945,542,1987,1988,NA,NA,0,0,NA,NA
100000593031,542,1977,1986,0,0,0,NA,NA,NA
100008355997,542,1981,1989,NA,0,0,0,NA,NA
100009986504,542,1977,2000,1,1,1,1,1,1
100019435948,542,1987,1988,NA,NA,0,0,NA,NA
100000411713,542,1985,1987,NA,NA,0,NA,NA,NA
100019420225,542,1978,1982,NA,0,NA,NA,NA,NA
100013491442,542,2000,2000,NA,NA,NA,NA,NA,0
100016268142,542,1996,2000,NA,NA,NA,NA,0,0
100006543130,542,1991,1994,NA,NA,NA,0,0,NA
100018737304,542,1989,1992,NA,NA,NA,0,NA,NA
100017767967,542,1977,1977,0,NA,NA,NA,NA,NA
100004677210,542,1977,1985,0,0,0,NA,NA,NA
100007875532,542,1997,2000,NA,NA,NA,NA,0,0
100003504675,542,1977,1977,0,NA,NA,NA,NA,NA
100012255090,542,1988,2000,NA,NA,NA,1,1,0
100020557795,542,1977,1978,0,0,NA,NA,NA,NA
100001065610,542,1995,2000,NA,NA,NA,NA,0,0
100018946768,542,1977,1977,0,NA,NA,NA,NA,NA
100010186693,542,1982,2000,NA,0,0,0,0,0
100001765469,542,1979,1990,NA,0,0,0,NA,NA
100018897537,542,1984,1992,NA,NA,0,0,NA,NA
100008783970,542,1990,2000,NA,NA,NA,0,0,0
100002659039,542,1987,1989,NA,NA,0,0,NA,NA
100019985041,542,1977,1979,0,0,NA,NA,NA,NA
100000123930,542,1979,1985,NA,0,0,NA,NA,NA
100009478132,542,1986,2000,NA,NA,0,0,0,0
100000280682,542,1989,2000,NA,NA,NA,0,0,0
100017552693,542,1988,1993,NA,NA,NA,0,0,NA
100013917549,542,1977,2000,1,1,1,1,0,0
100016546691,542,1997,1998,NA,NA,NA,NA,0,0
100002562538,542,1990,1996,NA,NA,NA,0,0,NA
100014753504,542,1988,1989,NA,NA,NA,0,NA,NA
100001753128,542,1977,2000,0,1,1,1,1,0
100013734597,542,1996,1997,NA,NA,NA,NA,0,NA
100011892023,542,1994,1996,NA,NA,NA,NA,0,NA
100000023769,542,1989,1993,NA,NA,NA,0,0,NA
100006625930,542,1977,1978,0,0,NA,NA,NA,NA
100017953594,542,1987,1990,NA,NA,0,0,NA,NA
100003544234,542,1995,2000,NA,NA,NA,NA,0,0
100000158569,542,1995,2000,NA,NA,NA,NA,0,0
100002196684,542,2000,2000,NA,NA,NA,NA,NA,0
100018344080,542,1995,1996,NA,NA,NA,NA,1,NA
100013016693,542,1977,1980,0,0,NA,NA,NA,NA
100017679252,542,1977,1999,0,0,0,0,0,0
100018326523,542,1977,1979,0,0,NA,NA,NA,NA
100012412694,542,1977,1980,0,0,NA,NA,NA,NA
100018343535,542,1981,1982,NA,0,NA,NA,NA,NA
100012812447,542,1995,2000,NA,NA,NA,NA,0,0
100009387558,542,1982,1983,NA,0,0,NA,NA,NA
100015203488,542,1985,1987,NA,NA,0,NA,NA,NA
100008187740,542,1977,2000,0,0,0,0,0,0
100015141232,542,1999,2000,NA,NA,NA,NA,NA,0
100019147439,542,1980,1988,NA,0,0,0,NA,NA
100004318579,542,1984,1996,NA,NA,1,0,0,NA
100012182546,542,1977,1977,0,NA,NA,NA,NA,NA
100004764080,542,1990,1991,NA,NA,NA,0,NA,NA
100003601408,542,1977,1989,0,1,1,1,NA,NA
100012282418,542,1991,1994,NA,NA,NA,0,0,NA
100010600877,542,1984,1989,NA,NA,0,0,NA,NA
100013868885,542,1980,1981,NA,0,NA,NA,NA,NA
100020776619,542,1994,2000,NA,NA,NA,NA,0,0
100015423536,542,1994,1995,NA,NA,NA,NA,0,NA
100012359997,542,1997,1999,NA,NA,NA,NA,0,0
100003656179,542,1978,1979,NA,0,NA,NA,NA,NA
100001266600,542,1977,1977,0,NA,NA,NA,NA,NA
100006402454,542,1981,2000,NA,1,0,0,0,0
100017427785,542,1978,1979,NA,0,NA,NA,NA,NA
100017328525,542,1996,1999,NA,NA,NA,NA,0,0
100002271072,542,1984,1990,NA,NA,0,0,NA,NA
100016845820,542,1993,1997,NA,NA,NA,NA,0,NA
100005403021,542,1977,1979,1,1,NA,NA,NA,NA
100006449396,542,1995,1996,NA,NA,NA,NA,0,NA
100014850149,542,1989,1993,NA,NA,NA,0,0,NA
100017053942,542,1977,2000,0,0,0,0,0,0
100004130426,542,1977,1991,0,0,0,0,NA,NA
100015477131,542,1999,2000,NA,NA,NA,NA,NA,1
100013022521,542,1984,1991,NA,NA,0,0,NA,NA
100004845771,542,1980,1981,NA,0,NA,NA,NA,NA
100002446427,542,1977,1989,0,0,0,0,NA,NA
100009831430,542,2000,2000,NA,NA,NA,NA,NA,0
100019014837,542,1977,1983,1,1,1,NA,NA,NA
100016885110,542,1982,1987,NA,0,0,NA,NA,NA
100019680892,542,1985,2000,NA,NA,0,0,0,0
100017331144,542,1977,1983,0,0,0,NA,NA,NA
100011626118,542,1984,1990,NA,NA,0,0,NA,NA
100006567730,542,1979,1981,NA,0,NA,NA,NA,NA
100018786666,542,1977,1977,0,NA,NA,NA,NA,NA
100016675723,542,1981,1984,NA,0,0,NA,NA,NA
100010592754,542,2000,2000,NA,NA,NA,NA,NA,0
100013538939,542,1977,1982,0,0,NA,NA,NA,NA
100018659493,542,1977,1979,0,0,NA,NA,NA,NA
100019214209,542,1989,1990,NA,NA,NA,0,NA,NA
100014150843,542,2000,2000,NA,NA,NA,NA,NA,0
100018867580,542,1993,1996,NA,NA,NA,NA,0,NA
100017392530,542,1998,1999,NA,NA,NA,NA,NA,0
100003792678,542,1990,1993,NA,NA,NA,1,1,NA
100019138617,542,1997,2000,NA,NA,NA,NA,0,0
100004331651,542,1991,1998,NA,NA,NA,0,0,0
100012588226,542,1977,2000,0,0,0,0,0,0
100017481742,542,1999,2000,NA,NA,NA,NA,NA,0
100017294318,542,1977,1977,0,NA,NA,NA,NA,NA
100007703762,542,1977,1990,0,0,0,0,NA,NA
100020903941,542,1994,1998,NA,NA,NA,NA,0,0
100006590832,542,1977,1979,0,0,NA,NA,NA,NA
100014023785,542,1984,2000,NA,NA,0,0,0,0
100019430362,542,1977,2000,1,0,0,0,0,0
100009528403,542,1979,1981,NA,0,NA,NA,NA,NA
100012416034,542,2000,2000,NA,NA,NA,NA,NA,0
100001904963,542,1987,1988,NA,NA,0,0,NA,NA
100019564035,542,1977,1977,0,NA,NA,NA,NA,NA
100008132557,542,1997,1998,NA,NA,NA,NA,0,0
100019079785,542,1977,1977,0,NA,NA,NA,NA,NA
100019733899,542,1977,1983,0,0,0,NA,NA,NA
100014023654,542,1979,1980,NA,0,NA,NA,NA,NA
100001493597,542,1998,2000,NA,NA,NA,NA,NA,0
100012624788,542,1996,1999,NA,NA,NA,NA,0,0
100002300475,542,1993,1995,NA,NA,NA,NA,0,NA
100008347276,542,1994,1998,NA,NA,NA,NA,1,1
100021011794,542,1982,1989,NA,0,0,0,NA,NA
100001293966,542,1990,1992,NA,NA,NA,0,NA,NA
100008615417,542,1977,1984,0,0,0,NA,NA,NA
100014365053,542,1990,1996,NA,NA,NA,0,0,NA
100016719307,542,1980,2000,NA,0,0,0,0,0
100008087875,542,1994,2000,NA,NA,NA,NA,0,0
100015033644,542,1987,1989,NA,NA,0,0,NA,NA
100011320146,542,1977,1983,0,0,0,NA,NA,NA
100003587108,542,1985,1987,NA,NA,0,NA,NA,NA
100001438541,542,1999,2000,NA,NA,NA,NA,NA,1
100003795241,542,1977,1985,0,0,0,NA,NA,NA
100010955567,542,2000,2000,NA,NA,NA,NA,NA,0
100001852920,542,1986,1989,NA,NA,0,0,NA,NA
100000851130,542,1991,2000,NA,NA,NA,0,0,0
100012552843,542,1980,1987,NA,0,0,NA,NA,NA
100013428896,542,1996,2000,NA,NA,NA,NA,0,0
100012639503,542,1990,1992,NA,NA,NA,0,NA,NA
100009721869,542,1998,1999,NA,NA,NA,NA,NA,1
100017829418,542,1982,1991,NA,0,0,0,NA,NA
100000235097,542,1981,1989,NA,0,0,0,NA,NA
100008849722,542,1977,1986,0,0,0,NA,NA,NA
100004240580,542,1990,1992,NA,NA,NA,0,NA,NA
100001192470,542,1977,1979,0,0,NA,NA,NA,NA
100013203760,542,1977,1983,0,0,0,NA,NA,NA
100018376776,542,1989,1991,NA,NA,NA,0,NA,NA
100019220529,542,1985,1992,NA,NA,0,0,NA,NA
100020977785,542,1977,1979,0,0,NA,NA,NA,NA
100015289857,542,1977,1982,0,0,NA,NA,NA,NA
100014463555,542,1997,2000,NA,NA,NA,NA,0,0
100010373470,542,1977,1985,0,0,0,NA,NA,NA
100001161605,542,1982,1984,NA,0,0,NA,NA,NA
100015524631,542,1984,1987,NA,NA,0,NA,NA,NA
100013821253,542,1977,1982,0,0,NA,NA,NA,NA
100004125294,542,1987,1991,NA,NA,0,0,NA,NA
100002082634,542,1996,1997,NA,NA,NA,NA,1,NA
100008293437,542,1983,1984,NA,NA,1,NA,NA,NA
100009034665,542,1989,1991,NA,NA,NA,0,NA,NA
100006323040,542,1978,1991,NA,1,1,1,NA,NA
100010984747,542,1977,1991,1,1,1,1,NA,NA
100011765308,542,1994,1997,NA,NA,NA,NA,0,NA
100011523511,542,2000,2000,NA,NA,NA,NA,NA,0
100000756828,542,1997,2000,NA,NA,NA,NA,0,0
100004793084,542,1978,1991,NA,0,0,0,NA,NA
100019142710,542,1992,1994,NA,NA,NA,0,0,NA
100015439191,542,1977,1978,0,0,NA,NA,NA,NA
100014186252,542,1985,1987,NA,NA,0,NA,NA,NA
100003477509,542,1990,2000,NA,NA,NA,0,0,0
100004962026,542,1977,1983,0,0,0,NA,NA,NA
100014382847,542,1982,1986,NA,0,0,NA,NA,NA
100016505369,542,1977,1978,0,0,NA,NA,NA,NA
100002921522,542,1981,1983,NA,0,0,NA,NA,NA
100008540542,542,1982,1985,NA,1,1,NA,NA,NA
100002760967,542,1987,2000,NA,NA,0,0,0,0
100015343810,542,1982,1991,NA,0,0,0,NA,NA
100019401445,542,1982,2000,NA,0,0,0,0,0
100003375920,542,1993,1995,NA,NA,NA,NA,0,NA
100016941505,542,1996,2000,NA,NA,NA,NA,0,0
100011063295,542,1981,1983,NA,0,0,NA,NA,NA
100018763547,542,1982,1985,NA,0,0,NA,NA,NA
100016698952,542,1998,2000,NA,NA,NA,NA,NA,0
100017588253,542,1978,1983,NA,0,0,NA,NA,NA
100014355319,542,1993,1996,NA,NA,NA,NA,0,NA
100017969593,542,1996,2000,NA,NA,NA,NA,0,0
100016695921,542,1982,1983,NA,0,0,NA,NA,NA
100000375337,542,1979,1995,NA,0,0,0,0,NA
100002225841,542,1980,1985,NA,0,0,NA,NA,NA
100009795281,542,1978,1998,NA,0,0,0,0,0
100010405111,542,1991,2000,NA,NA,NA,0,0,0
100021013751,542,1977,1979,0,0,NA,NA,NA,NA
100013549051,542,1977,1980,0,0,NA,NA,NA,NA
